potAcceEW
71989.60144021586
55732.687335646624
45913.03556423045
40556.6840952035
37466.896005180155
35537.43235179619
34253.92772516751
33359.520828417306
32713.14152496278
32231.605791343456
31863.436149996134
31575.59466680716
31346.20382567752
31160.355955822764
31007.621954231217
30880.52989772384
30773.6113827559
30682.78799425172
30604.966560628618
30537.7658220291
30479.327863912225
30428.185497666276
30383.167353065386
30343.328881621077
30307.901474409584
30276.254445589333
30247.866286655833
30222.30269013115
30199.199576967665
30178.249864472597
30159.19305984985
30141.80700908616
30125.901304871364
30111.311982386265
30097.89722279013
30085.533851078486
30074.114464542195
30063.54506513424
30053.743097018032
30044.6358118373
30036.158900536968
30028.25534313061
30020.874437569775
30013.97097649791
30007.504546668453
30001.4389305499
29995.741593411418
29990.383242196844
29985.33744491635
29980.580301239243
29976.09015655626
29971.847353069345
29967.834012523563
29964.033846060654
29960.4319873893
29957.014846057267
29953.769978101373
29950.68597176002
29947.752346274596
29944.95946209248
29942.2984410257
29939.76109512193
29937.339863177345
29935.02775396639
29932.818295387406
29930.70548882945
29928.683768156257
29926.747962780042
29924.893264365885
29923.115196763392
29921.409588813473
29919.772549719302
29918.200446709012
29916.689884749474
29915.237688098165
29913.840883505414
29912.496684900263
29911.20247941165
29909.955814593824
29908.754386738397
29907.596030168792
29906.478707423874
29905.400500246855
29904.359601305467
29903.354306575595
29902.3830083288
29901.444188669302
29900.53641357197
29899.658327376954
29898.80864770201
29897.986160736087
29897.189716882196
29896.418226720183
29895.670657262624
29894.946028480048
29894.243410073304
29893.56191847342
29892.90071405043
29892.258998515215
29891.63601249863
29891.03103329488
29890.443372755868
29889.87237532556
29889.31741620362
29888.77789962871
29888.253257272616
29887.742946737053
29887.246450145856
29886.763272825523
29886.29294206791
29885.835005969326
29885.389032340558
29884.954607682983
29884.53133622633
29884.118839023613
29883.7167530997
29883.324730649696
29882.94243828383
29882.569556316073
29882.205778093048
29881.85080936147
29881.504367670674
29881.166181808727
29880.835991269752
29880.513545750353
29880.198604673627
29879.890936738757
29879.590319494873
29879.29653893757
29879.00938912663
29878.728671823974
29878.454196150327
29878.185778259547
29877.923241029872
29877.666413770712
29877.415131944188
29877.16923690087
29876.92857562852
29876.69300051319
29876.462369112327
29876.236543938612
29876.015392254416
29875.798785876254
29875.586600988358
29875.378717965224
29875.175021202474
29874.97539895576
29874.779743186828
29874.58794941713
29874.399916587772
29874.215546926116
29874.034745818233
29873.857421687146
29873.68348587663
29873.51285254001
29873.34543853398
29873.181163316927
29873.01994885195
29872.861719513818
29872.706402000065
29872.553925245826
29872.404220342432
29872.257220459178
29872.11286076872
29871.97107837526
29871.831812245906
29871.695003144887
29871.56059357028
29871.428527693537
29871.29875130125
29871.171211739515
29871.04585786027
29870.92263996988
29870.801509779893
29870.682420359422
29870.56532608978
29870.45018262047
29870.33694682729
29870.225576771696
29870.116031661964
29870.008271815746
29869.902258624
29869.797954516347
29869.6953229277
29869.594328266194
29869.494935882125
29869.39711203834
29869.300823881396
29869.206039414003
29869.11272746827
29869.0208576802
29868.930400464717
29868.841326991984
29868.753609164272
29868.66721959381
29868.582131581283
29868.498319095223
29868.4157567521
29868.334419796873
29868.25428408464
29868.175326062486
